year,month,lat,lng,weight
3,0,18,64,0.00035
3,0,18,65,0.00051
3,0,18,66,0.00070
3,0,18,67,0.00092
3,0,18,68,0.00201
3,0,18,69,0.00047
3,0,18,70,0.00073
3,0,18,71,0.00057
3,0,18,72,0.00036
3,0,18,88,0.00054
3,0,18,89,0.00029
3,0,19,61,0.00058
3,0,19,64,0.00031
3,0,19,65,0.00124
3,0,19,66,0.00061
3,0,19,67,0.00200
3,0,19,68,0.00115
3,0,19,69,0.00026
3,0,19,71,0.00025
3,0,19,72,0.00031
3,0,20,62,0.00032
3,0,20,64,0.00030
3,0,20,65,0.00102
3,0,20,66,0.00072
3,0,20,67,0.00066
3,0,20,68,0.00059
3,0,20,69,0.00037
3,0,20,115,0.00038
3,0,20,116,0.00043
3,0,20,119,0.00034
3,0,20,120,0.00041
3,0,21,62,0.00036
3,0,21,63,0.00036
3,0,21,64,0.00039
3,0,21,65,0.00137
3,0,21,66,0.00067
3,0,21,68,0.00032
3,0,22,62,0.00029
3,0,22,64,0.00030
3,0,22,65,0.00041
3,0,22,66,0.00029
3,2,-41,86,0.00025
3,2,-40,96,0.00028
3,2,-38,115,0.00036
3,2,-37,109,0.00027
3,2,-37,111,0.00035
3,2,-37,113,0.00039
3,2,-36,107,0.00029
3,2,-36,113,0.00028
3,2,-35,108,0.00031
3,2,-34,111,0.00027
3,2,-33,114,0.00025
3,2,-32,103,0.00027
3,2,-32,112,0.00027
3,2,-32,113,0.00035
3,2,-31,111,0.00039
3,2,-31,112,0.00037
3,2,-30,110,0.00057
3,2,-30,113,0.00037
3,2,-29,110,0.00034
3,2,-29,111,0.00033
3,2,-28,105,0.00027
3,2,-28,106,0.00031
3,2,-27,107,0.00044
3,2,-27,108,0.00052
3,2,-26,105,0.00038
3,2,-26,106,0.00026
3,2,-26,109,0.00080
3,2,-26,113,0.00033
3,2,-25,100,0.00029
3,2,-25,106,0.00033
3,2,-25,107,0.00033
3,2,-25,108,0.00045
3,2,-25,111,0.00034
3,2,-24,108,0.00030
3,2,-24,111,0.00027
3,2,-24,112,0.00077
3,2,-24,113,0.00047
3,2,-23,97,0.00026
3,2,-23,111,0.00030
3,2,-23,112,0.00039
3,2,-22,111,0.00030
3,2,-22,112,0.00044
3,2,-21,98,0.00031
3,2,-21,99,0.00026
3,2,-21,111,0.00035
3,2,-21,112,0.00044
3,2,-20,98,0.00044
3,2,-20,109,0.00034
3,2,-20,110,0.00076
3,2,-20,111,0.00085
3,2,-20,119,0.00048
3,2,-20,121,0.00026
3,2,-19,83,0.00030
3,2,-19,108,0.00036
3,2,-19,111,0.00057
3,2,-19,112,0.00069
3,2,-19,113,0.00042
3,2,-19,119,0.00047
3,2,-19,120,0.00029
3,2,-18,105,0.00116
3,2,-18,107,0.00067
3,2,-18,112,0.00038
3,2,-18,113,0.00048
3,2,-18,114,0.00026
3,2,-18,115,0.00033
3,2,-18,116,0.00071
3,2,-18,117,0.00027
3,2,-18,118,0.00064
3,2,-18,119,0.00037
3,2,-18,120,0.00053
3,2,-17,84,0.00064
3,2,-17,90,0.00100
3,2,-17,108,0.00026
3,2,-17,111,0.00026
3,2,-17,114,0.00033
3,2,-17,115,0.00041
3,2,-17,116,0.00121
3,2,-17,117,0.00044
3,2,-16,104,0.00034
3,2,-16,111,0.00030
3,2,-16,114,0.00043
3,2,-16,115,0.00048
3,2,-16,116,0.00052
3,2,-16,117,0.00050
3,2,-16,118,0.00029
3,2,-15,55,0.00057
3,2,-15,56,0.00059
3,2,-15,77,0.00054
3,2,-15,78,0.00053
3,2,-15,94,0.00027
3,2,-15,97,0.00028
3,2,-15,105,0.00026
3,2,-15,108,0.00029
3,2,-15,109,0.00035
3,2,-15,110,0.00032
3,2,-15,114,0.00029
3,2,-15,116,0.00070
3,2,-15,117,0.00067
3,2,-15,118,0.00035
3,2,-15,119,0.00029
3,2,-15,120,0.00055
3,2,-15,122,0.00025
3,2,-14,43,0.00027
3,2,-14,55,0.00117
3,2,-14,78,0.00044
3,2,-14,86,0.00025
3,2,-14,96,0.00033
3,2,-14,103,0.00036
3,2,-14,105,0.00036
3,2,-14,107,0.00030
3,2,-14,110,0.00047
3,2,-14,117,0.00062
3,2,-14,118,0.00089
3,2,-14,119,0.00033
3,2,-14,122,0.00045
3,2,-14,124,0.00027
3,2,-13,56,0.00028
3,2,-13,58,0.00028
3,2,-13,59,0.00028
3,2,-13,69,0.00034
3,2,-13,70,0.00026
3,2,-13,84,0.00043
3,2,-13,86,0.00031
3,2,-13,88,0.00028
3,2,-13,94,0.00029
3,2,-13,95,0.00030
3,2,-13,97,0.00029
3,2,-13,108,0.00033
3,2,-13,116,0.00041
3,2,-13,117,0.00032
3,2,-13,118,0.00045
3,2,-13,119,0.00047
3,2,-13,120,0.00045
3,2,-13,123,0.00043
3,2,-13,124,0.00062
3,2,-13,125,0.00041
3,2,-12,55,0.00094
3,2,-12,59,0.00027
3,2,-12,61,0.00027
3,2,-12,62,0.00069
3,2,-12,63,0.00075
3,2,-12,64,0.00136
3,2,-12,65,0.00032
3,2,-12,69,0.00097
3,2,-12,70,0.00066
3,2,-12,71,0.00059
3,2,-12,72,0.00032
3,2,-12,75,0.00037
3,2,-12,76,0.00046
3,2,-12,83,0.00029
3,2,-12,84,0.00030
3,2,-12,85,0.00040
3,2,-12,86,0.00028
3,2,-12,87,0.00029
3,2,-12,89,0.00028
3,2,-12,91,0.00041
3,2,-12,92,0.00050
3,2,-12,93,0.00038
3,2,-12,95,0.00041
3,2,-12,96,0.00061
3,2,-12,97,0.00043
3,2,-12,103,0.00041
3,2,-12,109,0.00045
3,2,-12,111,0.00033
3,2,-12,124,0.00028
3,2,-12,125,0.00031
3,2,-11,41,0.00028
3,2,-11,42,0.00041
3,2,-11,43,0.00029
3,2,-11,55,0.00045
3,2,-11,56,0.00040
3,2,-11,57,0.00038
3,2,-11,58,0.00062
3,2,-11,59,0.00116
3,2,-11,60,0.00159
3,2,-11,61,0.00066
3,2,-11,63,0.00096
3,2,-11,64,0.00068
3,2,-11,65,0.00085
3,2,-11,66,0.00055
3,2,-11,67,0.00068
3,2,-11,70,0.00039
3,2,-11,74,0.00049
3,2,-11,75,0.00040
3,2,-11,79,0.00079
3,2,-11,80,0.00086
3,2,-11,81,0.00038
3,2,-11,89,0.00050
3,2,-11,98,0.00029
3,2,-11,108,0.00036
3,2,-11,117,0.00031
3,2,-10,40,0.00028
3,2,-10,41,0.00040
3,2,-10,42,0.00051
3,2,-10,45,0.00039
3,2,-10,48,0.00035
3,2,-10,54,0.00046
3,2,-10,55,0.00054
3,2,-10,56,0.00060
3,2,-10,57,0.00062
3,2,-10,58,0.00029
3,2,-10,60,0.00068
3,2,-10,61,0.00135
3,2,-10,62,0.00127
3,2,-10,63,0.00089
3,2,-10,64,0.00056
3,2,-10,67,0.00044
3,2,-10,68,0.00035
3,2,-10,70,0.00037
3,2,-10,71,0.00028
3,2,-10,72,0.00028
3,2,-10,73,0.00026
3,2,-10,74,0.00025
3,2,-10,75,0.00042
3,2,-10,76,0.00077
3,2,-10,78,0.00063
3,2,-10,79,0.00174
3,2,-10,80,0.00075
3,2,-10,82,0.00042
3,2,-10,83,0.00050
3,2,-10,84,0.00042
3,2,-10,88,0.00075
3,2,-10,98,0.00039
3,2,-10,107,0.00074
3,2,-10,108,0.00030
3,2,-9,40,0.00041
3,2,-9,41,0.00053
3,2,-9,42,0.00034
3,2,-9,43,0.00034
3,2,-9,45,0.00074
3,2,-9,51,0.00030
3,2,-9,53,0.00060
3,2,-9,54,0.00035
3,2,-9,55,0.00149
3,2,-9,56,0.00036
3,2,-9,59,0.00075
3,2,-9,60,0.00104
3,2,-9,61,0.00086
3,2,-9,62,0.00069
3,2,-9,63,0.00065
3,2,-9,64,0.00061
3,2,-9,65,0.00062
3,2,-9,67,0.00107
3,2,-9,68,0.00074
3,2,-9,69,0.00078
3,2,-9,71,0.00037
3,2,-9,72,0.00040
3,2,-9,73,0.00040
3,2,-9,74,0.00040
3,2,-9,75,0.00087
3,2,-9,76,0.00037
3,2,-9,77,0.00050
3,2,-9,78,0.00026
3,2,-9,80,0.00092
3,2,-9,82,0.00071
3,2,-9,83,0.00068
3,2,-9,84,0.00080
3,2,-9,85,0.00039
3,2,-9,86,0.00079
3,2,-9,87,0.00138
3,2,-9,88,0.00077
3,2,-9,89,0.00054
3,2,-9,90,0.00029
3,2,-9,91,0.00038
3,2,-9,92,0.00030
3,2,-9,95,0.00028
3,2,-9,102,0.00032
3,2,-8,39,0.00031
3,2,-8,40,0.00055
3,2,-8,41,0.00042
3,2,-8,50,0.00073
3,2,-8,51,0.00057
3,2,-8,52,0.00063
3,2,-8,53,0.00071
3,2,-8,54,0.00035
3,2,-8,57,0.00065
3,2,-8,58,0.00065
3,2,-8,59,0.00037
3,2,-8,60,0.00034
3,2,-8,62,0.00025
3,2,-8,64,0.00066
3,2,-8,65,0.00095
3,2,-8,66,0.00042
3,2,-8,67,0.00102
3,2,-8,75,0.00116
3,2,-8,76,0.00027
3,2,-8,79,0.00026
3,2,-8,80,0.00068
3,2,-8,81,0.00045
3,2,-8,85,0.00049
3,2,-8,86,0.00051
3,2,-8,87,0.00045
3,2,-8,88,0.00048
3,2,-8,89,0.00065
3,2,-8,90,0.00035
3,2,-8,114,0.00035
3,2,-8,115,0.00026
3,2,-7,39,0.00030
3,2,-7,40,0.00043
3,2,-7,49,0.00032
3,2,-7,50,0.00051
3,2,-7,52,0.00025
3,2,-7,56,0.00140
3,2,-7,57,0.00042
3,2,-7,59,0.00027
3,2,-7,65,0.00313
3,2,-7,66,0.00086
3,2,-7,67,0.00050
3,2,-7,69,0.00036
3,2,-7,70,0.00066
3,2,-7,71,0.00156
3,2,-7,72,0.00027
3,2,-7,73,0.00026
3,2,-7,74,0.00055
3,2,-7,77,0.00025
3,2,-7,80,0.00113
3,2,-7,81,0.00058
3,2,-7,82,0.00031
3,2,-7,84,0.00038
3,2,-7,89,0.00083
3,2,-7,90,0.00028
3,2,-7,91,0.00042
3,2,-7,98,0.00029
3,2,-7,108,0.00032
3,2,-7,109,0.00055
3,2,-7,113,0.00026
3,2,-6,39,0.00085
3,2,-6,40,0.00029
3,2,-6,44,0.00030
3,2,-6,50,0.00065
3,2,-6,51,0.00029
3,2,-6,52,0.00035
3,2,-6,53,0.00035
3,2,-6,54,0.00028
3,2,-6,55,0.00106
3,2,-6,56,0.00038
3,2,-6,57,0.00057
3,2,-6,58,0.00040
3,2,-6,59,0.00060
3,2,-6,60,0.00033
3,2,-6,61,0.00044
3,2,-6,66,0.00042
3,2,-6,67,0.00084
3,2,-6,68,0.00088
3,2,-6,69,0.00058
3,2,-6,72,0.00132
3,2,-6,73,0.00063
3,2,-6,74,0.00052
3,2,-6,78,0.00091
3,2,-6,79,0.00034
3,2,-6,83,0.00062
3,2,-6,84,0.00066
3,2,-6,85,0.00080
3,2,-6,86,0.00110
3,2,-6,87,0.00034
3,2,-6,91,0.00057
3,2,-6,94,0.00030
3,2,-6,97,0.00031
3,2,-6,106,0.00038
3,2,-6,107,0.00027
3,2,-6,135,0.00069
3,2,-5,40,0.00087
3,2,-5,41,0.00040
3,2,-5,42,0.00028
3,2,-5,50,0.00071
3,2,-5,51,0.00063
3,2,-5,53,0.00059
3,2,-5,55,0.00029
3,2,-5,56,0.00156
3,2,-5,58,0.00039
3,2,-5,64,0.00031
3,2,-5,65,0.00039
3,2,-5,73,0.00043
3,2,-5,76,0.00070
3,2,-5,77,0.00081
3,2,-5,80,0.00043
3,2,-5,84,0.00055
3,2,-5,86,0.00042
3,2,-5,88,0.00044
3,2,-5,106,0.00029
3,2,-4,40,0.00073
3,2,-4,42,0.00030
3,2,-4,43,0.00027
3,2,-4,45,0.00028
3,2,-4,50,0.00037
3,2,-4,51,0.00054
3,2,-4,52,0.00053
3,2,-4,53,0.00080
3,2,-4,54,0.00071
3,2,-4,55,0.00039
3,2,-4,56,0.00063
3,2,-4,57,0.00068
3,2,-4,58,0.00094
3,2,-4,59,0.00105
3,2,-4,60,0.00035
3,2,-4,64,0.00026
3,2,-4,74,0.00043
3,2,-4,75,0.00032
3,2,-4,80,0.00065
3,2,-4,81,0.00059
3,2,-4,82,0.00042
3,2,-4,86,0.00061
3,2,-4,87,0.00025
3,2,-4,88,0.00050
3,2,-4,89,0.00065
3,2,-4,90,0.00038
3,2,-4,91,0.00067
3,2,-4,92,0.00031
3,2,-4,98,0.00030
3,2,-3,41,0.00034
3,2,-3,42,0.00056
3,2,-3,43,0.00054
3,2,-3,46,0.00029
3,2,-3,47,0.00030
3,2,-3,48,0.00043
3,2,-3,49,0.00077
3,2,-3,51,0.00025
3,2,-3,53,0.00029
3,2,-3,54,0.00042
3,2,-3,55,0.00090
3,2,-3,56,0.00067
3,2,-3,61,0.00037
3,2,-3,70,0.00025
3,2,-3,77,0.00036
3,2,-3,78,0.00040
3,2,-3,79,0.00030
3,2,-3,82,0.00065
3,2,-3,83,0.00046
3,2,-3,84,0.00025
3,2,-3,85,0.00044
3,2,-3,92,0.00089
3,2,-3,93,0.00037
3,2,-3,94,0.00032
3,2,-3,95,0.00044
3,2,-2,41,0.00030
3,2,-2,42,0.00064
3,2,-2,43,0.00027
3,2,-2,45,0.00031
3,2,-2,48,0.00056
3,2,-2,49,0.00072
3,2,-2,50,0.00038
3,2,-2,51,0.00067
3,2,-2,54,0.00033
3,2,-2,56,0.00030
3,2,-2,57,0.00032
3,2,-2,61,0.00037
3,2,-2,64,0.00034
3,2,-2,77,0.00029
3,2,-2,78,0.00075
3,2,-2,79,0.00047
3,2,-2,80,0.00055
3,2,-2,81,0.00025
3,2,-2,82,0.00068
3,2,-2,83,0.00026
3,2,-2,84,0.00033
3,2,-2,85,0.00037
3,2,-2,86,0.00031
3,2,-2,87,0.00030
3,2,-2,88,0.00026
3,2,-2,90,0.00034
3,2,-2,91,0.00055
3,2,-2,92,0.00062
3,2,-2,93,0.00031
3,2,-2,94,0.00029
3,2,-2,95,0.00049
3,2,-1,42,0.00029
3,2,-1,43,0.00075
3,2,-1,45,0.00030
3,2,-1,49,0.00130
3,2,-1,50,0.00077
3,2,-1,51,0.00030
3,2,-1,52,0.00092
3,2,-1,55,0.00025
3,2,-1,56,0.00078
3,2,-1,57,0.00051
3,2,-1,58,0.00040
3,2,-1,63,0.00128
3,2,-1,64,0.00148
3,2,-1,68,0.00161
3,2,-1,71,0.00041
3,2,-1,72,0.00028
3,2,-1,73,0.00029
3,2,-1,74,0.00035
3,2,-1,75,0.00029
3,2,-1,78,0.00030
3,2,-1,81,0.00089
3,2,-1,82,0.00049
3,2,-1,83,0.00039
3,2,-1,84,0.00040
3,2,-1,85,0.00067
3,2,-1,86,0.00036
3,2,-1,87,0.00104
3,2,-1,88,0.00049
3,2,-1,89,0.00070
3,2,-1,90,0.00071
3,2,-1,91,0.00056
3,2,-1,92,0.00034
3,2,-1,93,0.00030
3,2,-1,94,0.00046
3,2,-1,108,0.00046
3,2,0,43,0.00142
3,2,0,44,0.00084
3,2,0,45,0.00031
3,2,0,46,0.00172
3,2,0,47,0.00068
3,2,0,52,0.00097
3,2,0,53,0.00037
3,2,0,54,0.00076
3,2,0,55,0.00064
3,2,0,56,0.00088
3,2,0,57,0.00065
3,2,0,60,0.00038
3,2,0,61,0.00027
3,2,0,62,0.00033
3,2,0,63,0.00185
3,2,0,64,0.00064
3,2,0,65,0.00069
3,2,0,66,0.00069
3,2,0,67,0.00103
3,2,0,68,0.00071
3,2,0,69,0.00033
3,2,0,70,0.00073
3,2,0,71,0.00074
3,2,0,72,0.00046
3,2,0,73,0.00042
3,2,0,74,0.00037
3,2,0,75,0.00081
3,2,0,76,0.00104
3,2,0,77,0.00076
3,2,0,78,0.00057
3,2,0,79,0.00081
3,2,0,80,0.00052
3,2,0,81,0.00083
3,2,0,82,0.00082
3,2,0,83,0.00066
3,2,0,84,0.00069
3,2,0,85,0.00067
3,2,0,86,0.00129
3,2,0,87,0.00139
3,2,0,88,0.00118
3,2,0,89,0.00090
3,2,0,90,0.00113
3,2,0,91,0.00088
3,2,0,92,0.00098
3,2,0,93,0.00028
3,2,1,44,0.00091
3,2,1,45,0.00141
3,2,1,46,0.00197
3,2,1,47,0.00027
3,2,1,48,0.00068
3,2,1,49,0.00087
3,2,1,53,0.00044
3,2,1,54,0.00097
3,2,1,56,0.00040
3,2,1,57,0.00068
3,2,1,58,0.00135
3,2,1,59,0.00123
3,2,1,60,0.00044
3,2,1,61,0.00038
3,2,1,62,0.00213
3,2,1,63,0.00158
3,2,1,64,0.00062
3,2,1,66,0.00066
3,2,1,67,0.00130
3,2,1,68,0.00080
3,2,1,69,0.00106
3,2,1,70,0.00059
3,2,1,71,0.00076
3,2,1,72,0.00066
3,2,1,73,0.00044
3,2,1,74,0.00077
3,2,1,75,0.00076
3,2,1,76,0.00062
3,2,1,77,0.00112
3,2,1,78,0.00092
3,2,1,79,0.00058
3,2,1,80,0.00037
3,2,1,81,0.00054
3,2,1,82,0.00077
3,2,1,83,0.00151
3,2,1,84,0.00102
3,2,1,85,0.00121
3,2,1,86,0.00114
3,2,1,87,0.00138
3,2,1,88,0.00133
3,2,1,89,0.00339
3,2,1,90,0.00154
3,2,1,91,0.00117
3,2,1,92,0.00061
3,2,1,94,0.00039
3,2,1,95,0.00028
3,2,1,96,0.00030
3,2,2,46,0.00062
3,2,2,47,0.00046
3,2,2,48,0.00067
3,2,2,49,0.00118
3,2,2,50,0.00065
3,2,2,51,0.00058
3,2,2,52,0.00081
3,2,2,53,0.00219
3,2,2,54,0.00088
3,2,2,55,0.00081
3,2,2,56,0.00093
3,2,2,57,0.00041
3,2,2,58,0.00049
3,2,2,60,0.00050
3,2,2,61,0.00056
3,2,2,62,0.00027
3,2,2,63,0.00034
3,2,2,64,0.00164
3,2,2,65,0.00069
3,2,2,66,0.00168
3,2,2,67,0.00053
3,2,2,68,0.00045
3,2,2,69,0.00062
3,2,2,70,0.00060
3,2,2,71,0.00038
3,2,2,72,0.00062
3,2,2,73,0.00058
3,2,2,74,0.00057
3,2,2,75,0.00041
3,2,2,76,0.00047
3,2,2,78,0.00053
3,2,2,79,0.00052
3,2,2,80,0.00048
3,2,2,81,0.00045
3,2,2,84,0.00028
3,2,2,86,0.00180
3,2,2,87,0.00071
3,2,2,88,0.00139
3,2,2,89,0.00093
3,2,2,90,0.00232
3,2,2,91,0.00076
3,2,2,92,0.00110
3,2,2,93,0.00039
3,2,2,96,0.00055
3,2,3,47,0.00066
3,2,3,49,0.00055
3,2,3,50,0.00049
3,2,3,51,0.00057
3,2,3,52,0.00036
3,2,3,53,0.00029
3,2,3,54,0.00064
3,2,3,55,0.00061
3,2,3,56,0.00080
3,2,3,57,0.00071
3,2,3,58,0.00034
3,2,3,60,0.00050
3,2,3,61,0.00057
3,2,3,62,0.00125
3,2,3,63,0.00212
3,2,3,64,0.00205
3,2,3,65,0.00167
3,2,3,66,0.00327
3,2,3,67,0.00192
3,2,3,68,0.00053
3,2,3,69,0.00047
3,2,3,70,0.00031
3,2,3,74,0.00047
3,2,3,75,0.00029
3,2,3,80,0.00031
3,2,3,82,0.00042
3,2,3,83,0.00048
3,2,3,84,0.00040
3,2,3,85,0.00163
3,2,3,86,0.00147
3,2,3,87,0.00035
3,2,3,88,0.00148
3,2,3,89,0.00087
3,2,3,90,0.00183
3,2,3,91,0.00099
3,2,3,92,0.00099
3,2,3,93,0.00106
3,2,3,94,0.00062
3,2,3,104,0.00026
3,2,4,48,0.00046
3,2,4,49,0.00046
3,2,4,50,0.00027
3,2,4,51,0.00072
3,2,4,52,0.00122
3,2,4,53,0.00140
3,2,4,54,0.00113
3,2,4,55,0.00065
3,2,4,56,0.00078
3,2,4,57,0.00088
3,2,4,58,0.00104
3,2,4,59,0.00183
3,2,4,60,0.00159
3,2,4,61,0.00100
3,2,4,62,0.00067
3,2,4,63,0.00088
3,2,4,64,0.00407
3,2,4,65,0.00312
3,2,4,66,0.00105
3,2,4,67,0.00160
3,2,4,68,0.00042
3,2,4,71,0.00036
3,2,4,72,0.00028
3,2,4,73,0.00028
3,2,4,75,0.00028
3,2,4,79,0.00059
3,2,4,80,0.00050
3,2,4,81,0.00037
3,2,4,82,0.00051
3,2,4,83,0.00118
3,2,4,84,0.00159
3,2,4,85,0.00072
3,2,4,86,0.00168
3,2,4,87,0.00244
3,2,4,88,0.00117
3,2,4,89,0.00080
3,2,4,90,0.00062
3,2,4,91,0.00062
3,2,4,92,0.00144
3,2,4,93,0.00131
3,2,4,94,0.00070
3,2,4,104,0.00028
3,2,5,49,0.00108
3,2,5,50,0.00085
3,2,5,51,0.00046
3,2,5,53,0.00036
3,2,5,54,0.00113
3,2,5,56,0.00055
3,2,5,57,0.00066
3,2,5,58,0.00151
3,2,5,60,0.00177
3,2,5,61,0.00161
3,2,5,62,0.00056
3,2,5,63,0.00418
3,2,5,64,0.00083
3,2,5,65,0.00135
3,2,5,66,0.00147
3,2,5,67,0.00078
3,2,5,68,0.00079
3,2,5,69,0.00057
3,2,5,70,0.00224
3,2,5,71,0.00051
3,2,5,74,0.00045
3,2,5,76,0.00032
3,2,5,77,0.00081
3,2,5,78,0.00053
3,2,5,80,0.00041
3,2,5,81,0.00036
3,2,5,82,0.00027
3,2,5,84,0.00026
3,2,5,85,0.00027
3,2,5,88,0.00144
3,2,5,90,0.00105
3,2,5,91,0.00066
3,2,5,92,0.00098
3,2,5,93,0.00071
3,2,5,104,0.00035
3,2,6,49,0.00030
3,2,6,50,0.00036
3,2,6,56,0.00041
3,2,6,57,0.00063
3,2,6,58,0.00080
3,2,6,59,0.00070
3,2,6,60,0.00218
3,2,6,61,0.00116
3,2,6,62,0.00275
3,2,6,63,0.00059
3,2,6,64,0.00066
3,2,6,65,0.00057
3,2,6,66,0.00160
3,2,6,67,0.00029
3,2,6,68,0.00101
3,2,6,69,0.00025
3,2,6,70,0.00072
3,2,6,71,0.00034
3,2,6,76,0.00026
3,2,6,77,0.00081
3,2,6,82,0.00051
3,2,6,85,0.00070
3,2,6,86,0.00048
3,2,6,88,0.00033
3,2,6,89,0.00032
3,2,6,90,0.00063
3,2,6,91,0.00030
3,2,6,92,0.00075
3,2,6,93,0.00046
3,2,6,94,0.00046
3,2,7,52,0.00054
3,2,7,53,0.00066
3,2,7,56,0.00028
3,2,7,57,0.00072
3,2,7,58,0.00085
3,2,7,59,0.00048
3,2,7,60,0.00091
3,2,7,61,0.00073
3,2,7,62,0.00119
3,2,7,63,0.00040
3,2,7,64,0.00079
3,2,7,65,0.00089
3,2,7,66,0.00169
3,2,7,67,0.00511
3,2,7,68,0.00116
3,2,7,69,0.00031
3,2,7,70,0.00044
3,2,7,71,0.00031
3,2,7,72,0.00030
3,2,7,73,0.00026
3,2,7,77,0.00035
3,2,7,82,0.00033
3,2,7,85,0.00062
3,2,7,86,0.00301
3,2,7,87,0.00218
3,2,7,88,0.00152
3,2,7,89,0.00056
3,2,7,90,0.00028
3,2,7,91,0.00028
3,2,7,92,0.00125
3,2,7,94,0.00031
3,2,7,95,0.00037
3,2,8,56,0.00028
3,2,8,57,0.00038
3,2,8,58,0.00048
3,2,8,59,0.00041
3,2,8,61,0.00086
3,2,8,62,0.00130
3,2,8,63,0.00256
3,2,8,64,0.00256
3,2,8,65,0.00091
3,2,8,66,0.00154
3,2,8,67,0.00058
3,2,8,68,0.00027
3,2,8,69,0.00056
3,2,8,70,0.00042
3,2,8,71,0.00029
3,2,8,72,0.00071
3,2,8,73,0.00030
3,2,8,74,0.00038
3,2,8,81,0.00087
3,2,8,82,0.00075
3,2,8,88,0.00027
3,2,8,92,0.00114
3,2,8,96,0.00028
3,2,9,58,0.00025
3,2,9,60,0.00027
3,2,9,61,0.00028
3,2,9,62,0.00034
3,2,9,63,0.00047
3,2,9,64,0.00056
3,2,9,65,0.00054
3,2,9,66,0.00029
3,2,9,68,0.00064
3,2,9,69,0.00157
3,2,9,70,0.00061
3,2,9,71,0.00065
3,2,9,72,0.00043
3,2,9,73,0.00128
3,2,9,74,0.00069
3,2,9,75,0.00053
3,2,9,79,0.00045
3,2,9,81,0.00052
3,2,9,88,0.00034
3,2,9,91,0.00027
3,2,9,93,0.00028
3,2,9,94,0.00038
3,2,10,58,0.00039
3,2,10,59,0.00028
3,2,10,60,0.00041
3,2,10,61,0.00036
3,2,10,62,0.00056
3,2,10,63,0.00042
3,2,10,64,0.00037
3,2,10,67,0.00039
3,2,10,68,0.00025
3,2,10,69,0.00035
3,2,10,70,0.00040
3,2,10,71,0.00058
3,2,10,72,0.00026
3,2,10,73,0.00062
3,2,10,74,0.00048
3,2,10,75,0.00040
3,2,10,80,0.00025
3,2,10,86,0.00032
3,2,10,89,0.00032
3,2,10,91,0.00074
3,2,10,92,0.00062
3,2,10,100,0.00025
3,2,11,56,0.00028
3,2,11,57,0.00032
3,2,11,58,0.00045
3,2,11,59,0.00067
3,2,11,60,0.00052
3,2,11,61,0.00060
3,2,11,62,0.00062
3,2,11,63,0.00081
3,2,11,64,0.00037
3,2,11,65,0.00053
3,2,11,66,0.00025
3,2,11,67,0.00032
3,2,11,68,0.00035
3,2,11,72,0.00048
3,2,11,73,0.00086
3,2,11,74,0.00035
3,2,11,84,0.00031
3,2,11,85,0.00078
3,2,11,86,0.00043
3,2,11,87,0.00064
3,2,11,89,0.00039
3,2,11,91,0.00062
3,2,12,55,0.00031
3,2,12,57,0.00026
3,2,12,58,0.00034
3,2,12,59,0.00031
3,2,12,60,0.00041
3,2,12,61,0.00061
3,2,12,62,0.00075
3,2,12,63,0.00064
3,2,12,64,0.00063
3,2,12,65,0.00062
3,2,12,66,0.00035
3,2,12,67,0.00115
3,2,12,68,0.00141
3,2,12,69,0.00132
3,2,12,71,0.00038
3,2,12,72,0.00048
3,2,12,73,0.00119
3,2,12,85,0.00030
3,2,12,86,0.00027
3,2,12,87,0.00063
3,2,12,88,0.00047
3,2,12,89,0.00025
3,2,12,90,0.00029
3,2,13,56,0.00080
3,2,13,58,0.00041
3,2,13,59,0.00060
3,2,13,60,0.00076
3,2,13,61,0.00071
3,2,13,62,0.00062
3,2,13,63,0.00106
3,2,13,64,0.00073
3,2,13,65,0.00082
3,2,13,66,0.00032
3,2,13,67,0.00026
3,2,13,68,0.00085
3,2,13,69,0.00118
3,2,13,70,0.00072
3,2,13,71,0.00108
3,2,13,72,0.00042
3,2,13,73,0.00047
3,2,13,86,0.00050
3,2,13,87,0.00036
3,2,13,88,0.00052
3,2,13,89,0.00033
3,2,13,90,0.00050
3,2,13,91,0.00029
3,2,13,93,0.00026
3,2,14,56,0.00038
3,2,14,58,0.00051
3,2,14,59,0.00051
3,2,14,60,0.00154
3,2,14,61,0.00044
3,2,14,62,0.00206
3,2,14,63,0.00213
3,2,14,64,0.00357
3,2,14,65,0.00064
3,2,14,66,0.00031
3,2,14,67,0.00038
3,2,14,68,0.00086
3,2,14,69,0.00054
3,2,14,70,0.00046
3,2,14,71,0.00034
3,2,14,72,0.00041
3,2,14,86,0.00034
3,2,14,87,0.00048
3,2,14,88,0.00027
3,2,14,89,0.00038
3,2,14,90,0.00063
3,2,15,57,0.00026
3,2,15,58,0.00027
3,2,15,59,0.00026
3,2,15,60,0.00041
3,2,15,61,0.00079
3,2,15,62,0.00037
3,2,15,63,0.00032
3,2,15,64,0.00046
3,2,15,65,0.00031
3,2,15,66,0.00085
3,2,15,67,0.00071
3,2,15,68,0.00097
3,2,15,70,0.00030
3,2,15,71,0.00076
3,2,15,72,0.00057
3,2,15,86,0.00070
3,2,16,54,0.00038
3,2,16,59,0.00060
3,2,16,64,0.00025
3,2,16,65,0.00061
3,2,16,66,0.00195
3,2,16,67,0.00063
3,2,16,68,0.00053
3,2,16,69,0.00064
3,2,16,70,0.00051
